entry,at,order
"""1000 @ 8pAlpXMD6x"" bets 20",2026-03-27T02:52:52.189Z,177457997218900
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:52:45.740Z,177457996574000
"Flop:  [8♦, 7♠, A♦]",2026-03-27T02:52:42.233Z,177457996223300
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:52:41.420Z,177457996142000
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:52:40.525Z,177457996052500
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:52:38.178Z,177457995817805
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:52:38.178Z,177457995817804
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1105) | #2 ""nad @ -kxVOncdJw"" (895)",2026-03-27T02:52:38.178Z,177457995817801
"-- starting hand #17 (id: 6kmv12qy3tlm)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:52:38.178Z,177457995817800
"-- ending hand #16 --",2026-03-27T02:52:35.271Z,177457995527102
"""1000 @ 8pAlpXMD6x"" collected 120 from pot",2026-03-27T02:52:35.271Z,177457995527101
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:52:35.271Z,177457995527100
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:52:34.465Z,177457995446500
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:52:28.171Z,177457994817100
"River: 3♦, K♣, J♦, 5♣ [4♦]",2026-03-27T02:52:24.714Z,177457994471400
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:52:23.865Z,177457994386500
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:52:22.235Z,177457994223500
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:52:19.779Z,177457993977900
"Turn: 3♦, K♣, J♦ [5♣]",2026-03-27T02:52:18.356Z,177457993835600
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:52:17.524Z,177457993752400
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:52:15.752Z,177457993575200
"Flop:  [3♦, K♣, J♦]",2026-03-27T02:52:12.621Z,177457993262100
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:52:11.803Z,177457993180300
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:52:06.197Z,177457992619700
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:52:04.550Z,177457992455005
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:52:04.550Z,177457992455004
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1045) | #2 ""nad @ -kxVOncdJw"" (955)",2026-03-27T02:52:04.550Z,177457992455001
"-- starting hand #16 (id: z9ubagcsansy)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:52:04.550Z,177457992455000
"-- ending hand #15 --",2026-03-27T02:52:01.635Z,177457992163502
"""nad @ -kxVOncdJw"" collected 120 from pot",2026-03-27T02:52:01.635Z,177457992163501
"Uncalled bet of 50 returned to ""nad @ -kxVOncdJw""",2026-03-27T02:52:01.635Z,177457992163500
"""1000 @ 8pAlpXMD6x"" folds",2026-03-27T02:52:00.743Z,177457992074300
"""nad @ -kxVOncdJw"" bets 50",2026-03-27T02:51:59.880Z,177457991988000
"River: 2♦, 4♦, J♥, 8♦ [Q♦]",2026-03-27T02:51:57.081Z,177457991708100
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:51:56.269Z,177457991626900
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:51:55.382Z,177457991538200
"Turn: 2♦, 4♦, J♥ [8♦]",2026-03-27T02:51:53.132Z,177457991313200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:51:52.293Z,177457991229300
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:51:51.125Z,177457991112500
"Flop:  [2♦, 4♦, J♥]",2026-03-27T02:51:49.204Z,177457990920400
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:51:48.392Z,177457990839200
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:51:46.689Z,177457990668900
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:51:43.800Z,177457990380005
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:51:43.800Z,177457990380004
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1105) | #2 ""nad @ -kxVOncdJw"" (895)",2026-03-27T02:51:43.800Z,177457990380001
"-- starting hand #15 (id: yy5hz8sh7hmu)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:51:43.800Z,177457990380000
"-- ending hand #14 --",2026-03-27T02:51:37.791Z,177457989779102
"""1000 @ 8pAlpXMD6x"" collected 120 from pot with Straight, 8 High (combination: 4♥, 5♥, 6♣, 7♣, 8♥)",2026-03-27T02:51:37.791Z,177457989779101
"""1000 @ 8pAlpXMD6x"" shows a 7♣, Q♥, A♣, 8♥.",2026-03-27T02:51:37.791Z,177457989779100
"""nad @ -kxVOncdJw"" calls 40",2026-03-27T02:51:36.944Z,177457989694400
"""1000 @ 8pAlpXMD6x"" bets 40",2026-03-27T02:51:36.028Z,177457989602800
"River: 6♣, 4♠, 5♠, 4♥ [5♥]",2026-03-27T02:51:33.244Z,177457989324400
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:51:32.421Z,177457989242100
"""1000 @ 8pAlpXMD6x"" bets 10",2026-03-27T02:51:31.093Z,177457989109300
"Turn: 6♣, 4♠, 5♠ [4♥]",2026-03-27T02:51:29.786Z,177457988978600
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:51:28.931Z,177457988893100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:51:27.863Z,177457988786300
"Flop:  [6♣, 4♠, 5♠]",2026-03-27T02:51:25.231Z,177457988523100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:51:24.418Z,177457988441800
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:51:22.616Z,177457988261600
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:51:21.090Z,177457988109006
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:51:21.090Z,177457988109005
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1045) | #2 ""nad @ -kxVOncdJw"" (955)",2026-03-27T02:51:21.090Z,177457988109002
"-- starting hand #14 (id: jqpbsdw2l0lw)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:51:21.090Z,177457988109001
"Game Config Changes
* Poker Variant: No Limit Texas Hold'em » Pot Limit Omaha Hi
* Restart Blind Schedule at Level: none » 1",2026-03-27T02:51:21.090Z,177457988109000
"""1000 @ 8pAlpXMD6x"" shows a 9♣, 5♥.",2026-03-27T02:51:15.817Z,177457987581700
"-- ending hand #13 --",2026-03-27T02:51:14.582Z,177457987458202
"""nad @ -kxVOncdJw"" collected 300 from pot with Flush, K High (combination: 7♣, 10♣, J♣, Q♣, K♣)",2026-03-27T02:51:14.582Z,177457987458201
"""nad @ -kxVOncdJw"" shows a 10♣, 4♥.",2026-03-27T02:51:14.582Z,177457987458200
"""1000 @ 8pAlpXMD6x"" calls 90",2026-03-27T02:51:13.777Z,177457987377700
"""nad @ -kxVOncdJw"" bets 90",2026-03-27T02:51:10.748Z,177457987074800
"River: Q♣, 7♣, K♣, J♣ [5♠]",2026-03-27T02:51:04.959Z,177457986495900
"""nad @ -kxVOncdJw"" calls 50",2026-03-27T02:51:04.100Z,177457986410000
"""1000 @ 8pAlpXMD6x"" raises to 50",2026-03-27T02:51:02.239Z,177457986223900
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:50:59.952Z,177457985995200
"Turn: Q♣, 7♣, K♣ [J♣]",2026-03-27T02:50:57.312Z,177457985731200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:50:56.455Z,177457985645500
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:50:43.312Z,177457984331200
"Flop:  [Q♣, 7♣, K♣]",2026-03-27T02:50:39.567Z,177457983956700
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:50:38.735Z,177457983873500
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:50:37.082Z,177457983708200
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:50:35.775Z,177457983577505
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:50:35.775Z,177457983577504
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1195) | #2 ""nad @ -kxVOncdJw"" (805)",2026-03-27T02:50:35.775Z,177457983577501
"-- starting hand #13 (id: nwtkpoyfabkg)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:50:35.775Z,177457983577500
"""1000 @ 8pAlpXMD6x"" shows a K♠, K♦.",2026-03-27T02:50:32.845Z,177457983284500
"-- ending hand #12 --",2026-03-27T02:50:32.172Z,177457983217202
"""1000 @ 8pAlpXMD6x"" collected 20 from pot",2026-03-27T02:50:32.172Z,177457983217201
"Uncalled bet of 30 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:50:32.172Z,177457983217200
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:50:31.349Z,177457983134900
"""1000 @ 8pAlpXMD6x"" raises to 40",2026-03-27T02:50:30.490Z,177457983049000
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:50:27.594Z,177457982759400
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:50:26.170Z,177457982617005
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:50:26.170Z,177457982617004
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1185) | #2 ""nad @ -kxVOncdJw"" (815)",2026-03-27T02:50:26.170Z,177457982617001
"-- starting hand #12 (id: snhorcbxu4ku)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:50:26.170Z,177457982617000
"-- ending hand #11 --",2026-03-27T02:50:23.265Z,177457982326502
"""nad @ -kxVOncdJw"" collected 20 from pot",2026-03-27T02:50:23.265Z,177457982326501
"Uncalled bet of 30 returned to ""nad @ -kxVOncdJw""",2026-03-27T02:50:23.265Z,177457982326500
"""1000 @ 8pAlpXMD6x"" folds",2026-03-27T02:50:22.452Z,177457982245200
"""nad @ -kxVOncdJw"" raises to 40",2026-03-27T02:50:20.814Z,177457982081400
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:50:17.539Z,177457981753900
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:50:16.217Z,177457981621705
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:50:16.217Z,177457981621704
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1195) | #2 ""nad @ -kxVOncdJw"" (805)",2026-03-27T02:50:16.217Z,177457981621701
"-- starting hand #11 (id: f1oeerdkecyw)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:50:16.217Z,177457981621700
"-- ending hand #10 --",2026-03-27T02:50:10.161Z,177457981016103
"""nad @ -kxVOncdJw"" collected 180 from pot with Pair, 10's (combination: 6♦, 7♠, 8♠, 10♠, 10♣)",2026-03-27T02:50:10.161Z,177457981016102
"""nad @ -kxVOncdJw"" shows a 10♠, 10♣.",2026-03-27T02:50:10.161Z,177457981016101
"""1000 @ 8pAlpXMD6x"" shows a Q♠, 5♣.",2026-03-27T02:50:10.161Z,177457981016100
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:50:09.344Z,177457980934400
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:50:07.477Z,177457980747700
"River: 8♠, 2♠, 3♦, 7♠ [6♦]",2026-03-27T02:50:06.015Z,177457980601500
"""1000 @ 8pAlpXMD6x"" calls 40",2026-03-27T02:50:05.196Z,177457980519600
"""nad @ -kxVOncdJw"" bets 40",2026-03-27T02:50:04.304Z,177457980430400
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:50:01.251Z,177457980125100
"Turn: 8♠, 2♠, 3♦ [7♠]",2026-03-27T02:50:00.205Z,177457980020500
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:49:59.358Z,177457979935800
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:49:56.932Z,177457979693200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:49:54.856Z,177457979485600
"Flop:  [8♠, 2♠, 3♦]",2026-03-27T02:49:53.116Z,177457979311600
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:49:52.287Z,177457979228700
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:49:51.116Z,177457979111600
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:49:49.516Z,177457978951605
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:49:49.516Z,177457978951604
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1285) | #2 ""nad @ -kxVOncdJw"" (715)",2026-03-27T02:49:49.516Z,177457978951601
"-- starting hand #10 (id: rh69aut26o98)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:49:49.516Z,177457978951600
"-- ending hand #9 --",2026-03-27T02:49:46.564Z,177457978656402
"""1000 @ 8pAlpXMD6x"" collected 60 from pot",2026-03-27T02:49:46.564Z,177457978656401
"Uncalled bet of 30 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:49:46.564Z,177457978656400
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:49:45.760Z,177457978576000
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:49:44.912Z,177457978491200
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:49:41.503Z,177457978150300
"Flop:  [10♦, K♥, K♠]",2026-03-27T02:49:39.568Z,177457977956800
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:49:38.761Z,177457977876100
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:49:37.839Z,177457977783900
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:49:35.509Z,177457977550905
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:49:35.509Z,177457977550904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1255) | #2 ""nad @ -kxVOncdJw"" (745)",2026-03-27T02:49:35.509Z,177457977550901
"-- starting hand #9 (id: 5uqat5kg6yku)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:49:35.509Z,177457977550900
"-- ending hand #8 --",2026-03-27T02:49:32.506Z,177457977250602
"""1000 @ 8pAlpXMD6x"" collected 10 from pot",2026-03-27T02:49:32.506Z,177457977250601
"Uncalled bet of 5 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:49:32.506Z,177457977250600
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:49:31.625Z,177457977162500
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:49:30.108Z,177457977010805
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:49:30.108Z,177457977010804
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1250) | #2 ""nad @ -kxVOncdJw"" (750)",2026-03-27T02:49:30.108Z,177457977010801
"-- starting hand #8 (id: tpqgy8gwnfah)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:49:30.108Z,177457977010800
"-- ending hand #7 --",2026-03-27T02:49:27.199Z,177457976719902
"""nad @ -kxVOncdJw"" collected 100 from pot",2026-03-27T02:49:27.199Z,177457976719901
"Uncalled bet of 50 returned to ""nad @ -kxVOncdJw""",2026-03-27T02:49:27.199Z,177457976719900
"""1000 @ 8pAlpXMD6x"" folds",2026-03-27T02:49:26.364Z,177457976636400
"""nad @ -kxVOncdJw"" bets 50",2026-03-27T02:49:25.475Z,177457976547500
"River: 4♠, 9♦, 5♥, 8♦ [K♥]",2026-03-27T02:49:21.300Z,177457976130000
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:49:20.437Z,177457976043700
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:49:19.584Z,177457975958400
"Turn: 4♠, 9♦, 5♥ [8♦]",2026-03-27T02:49:17.190Z,177457975719000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:49:16.358Z,177457975635800
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:49:15.062Z,177457975506200
"Flop:  [4♠, 9♦, 5♥]",2026-03-27T02:49:13.097Z,177457975309700
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:49:12.262Z,177457975226200
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:49:10.200Z,177457975020000
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:49:07.989Z,177457974798905
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:49:07.989Z,177457974798904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1300) | #2 ""nad @ -kxVOncdJw"" (700)",2026-03-27T02:49:07.989Z,177457974798901
"-- starting hand #7 (id: u2uvldz22wjp)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:49:07.989Z,177457974798900
"-- ending hand #6 --",2026-03-27T02:49:05.081Z,177457974508102
"""1000 @ 8pAlpXMD6x"" collected 240 from pot",2026-03-27T02:49:05.081Z,177457974508101
"Uncalled bet of 120 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:49:05.081Z,177457974508100
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:49:04.235Z,177457974423500
"""1000 @ 8pAlpXMD6x"" bets 120",2026-03-27T02:49:03.340Z,177457974334000
"River: 3♣, 6♦, 10♣, Q♠ [9♥]",2026-03-27T02:49:00.663Z,177457974066300
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T02:48:59.856Z,177457973985600
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:48:57.259Z,177457973725900
"Turn: 3♣, 6♦, 10♣ [Q♠]",2026-03-27T02:48:54.764Z,177457973476400
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:48:53.896Z,177457973389600
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:48:52.377Z,177457973237700
"Flop:  [3♣, 6♦, 10♣]",2026-03-27T02:48:49.647Z,177457972964700
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:48:48.839Z,177457972883900
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:48:47.635Z,177457972763500
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:48:46.161Z,177457972616105
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:48:46.161Z,177457972616104
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1180) | #2 ""nad @ -kxVOncdJw"" (820)",2026-03-27T02:48:46.161Z,177457972616101
"-- starting hand #6 (id: 1pw0rthqpubm)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:48:46.161Z,177457972616100
"-- ending hand #5 --",2026-03-27T02:48:40.152Z,177457972015203
"""nad @ -kxVOncdJw"" collected 180 from pot with Two Pair, 7's & 2's (combination: Q♠, 2♠, 2♥, 7♦, 7♣)",2026-03-27T02:48:40.152Z,177457972015202
"""nad @ -kxVOncdJw"" shows a 8♣, 7♦.",2026-03-27T02:48:40.152Z,177457972015201
"""1000 @ 8pAlpXMD6x"" shows a 6♠, J♥.",2026-03-27T02:48:40.152Z,177457972015200
"""nad @ -kxVOncdJw"" calls 70",2026-03-27T02:48:39.265Z,177457971926500
"""1000 @ 8pAlpXMD6x"" raises to 70",2026-03-27T02:48:38.390Z,177457971839000
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:48:33.924Z,177457971392400
"River: 3♣, Q♠, 2♠, 2♥ [7♣]",2026-03-27T02:48:31.730Z,177457971173000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:48:30.856Z,177457971085600
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:48:29.862Z,177457970986200
"Turn: 3♣, Q♠, 2♠ [2♥]",2026-03-27T02:48:27.730Z,177457970773000
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:48:26.924Z,177457970692400
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T02:48:20.488Z,177457970048800
"Flop:  [3♣, Q♠, 2♠]",2026-03-27T02:48:18.197Z,177457969819700
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:48:17.356Z,177457969735600
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:48:16.408Z,177457969640800
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:48:15.218Z,177457969521805
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:48:15.218Z,177457969521804
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1270) | #2 ""nad @ -kxVOncdJw"" (730)",2026-03-27T02:48:15.218Z,177457969521801
"-- starting hand #5 (id: cw0tfnq4ce9e)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:48:15.218Z,177457969521800
"""nad @ -kxVOncdJw"" shows a K♦, 10♦.",2026-03-27T02:48:10.702Z,177457969070200
"-- ending hand #4 --",2026-03-27T02:48:08.705Z,177457968870502
"""1000 @ 8pAlpXMD6x"" collected 440 from pot with Two Pair, K's & 7's (combination: Q♣, 7♦, 7♥, K♥, K♠)",2026-03-27T02:48:08.705Z,177457968870501
"""1000 @ 8pAlpXMD6x"" shows a Q♣, K♥.",2026-03-27T02:48:08.705Z,177457968870500
"""nad @ -kxVOncdJw"" calls 100",2026-03-27T02:48:07.868Z,177457968786800
"""1000 @ 8pAlpXMD6x"" bets 100",2026-03-27T02:48:05.894Z,177457968589400
"River: 8♠, K♠, 7♦, 7♥ [6♦]",2026-03-27T02:47:56.359Z,177457967635900
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T02:47:55.534Z,177457967553400
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:47:53.711Z,177457967371100
"Turn: 8♠, K♠, 7♦ [7♥]",2026-03-27T02:47:46.975Z,177457966697500
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:47:46.156Z,177457966615600
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:47:38.893Z,177457965889300
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:47:35.509Z,177457965550900
"Flop:  [8♠, K♠, 7♦]",2026-03-27T02:47:33.927Z,177457965392700
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:47:33.115Z,177457965311500
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:47:24.056Z,177457964405600
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:47:22.602Z,177457964260205
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:47:22.602Z,177457964260204
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1050) | #2 ""nad @ -kxVOncdJw"" (950)",2026-03-27T02:47:22.602Z,177457964260201
"-- starting hand #4 (id: fw35syrvuuex)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:47:22.602Z,177457964260200
"-- ending hand #3 --",2026-03-27T02:47:19.664Z,177457963966402
"""1000 @ 8pAlpXMD6x"" collected 120 from pot",2026-03-27T02:47:19.664Z,177457963966401
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:47:19.664Z,177457963966400
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:47:18.847Z,177457963884700
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:47:17.962Z,177457963796200
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:47:15.139Z,177457963513900
"River: 9♥, J♦, 8♥, 5♠ [4♠]",2026-03-27T02:47:11.786Z,177457963178600
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:47:10.964Z,177457963096400
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:47:10.087Z,177457963008700
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:47:07.923Z,177457962792300
"Turn: 9♥, J♦, 8♥ [5♠]",2026-03-27T02:47:06.453Z,177457962645300
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:47:05.586Z,177457962558600
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:47:04.720Z,177457962472000
"Flop:  [9♥, J♦, 8♥]",2026-03-27T02:47:00.786Z,177457962078600
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:46:59.956Z,177457961995600
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:46:59.068Z,177457961906800
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:46:57.816Z,177457961781605
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:46:57.816Z,177457961781604
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (990) | #2 ""nad @ -kxVOncdJw"" (1010)",2026-03-27T02:46:57.816Z,177457961781601
"-- starting hand #3 (id: gthbp4hycvqw)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:46:57.816Z,177457961781600
"-- ending hand #2 --",2026-03-27T02:46:51.778Z,177457961177802
"""nad @ -kxVOncdJw"" collected 140 from pot with Two Pair, Q's & 3's (combination: J♦, 3♥, 3♦, Q♥, Q♦)",2026-03-27T02:46:51.778Z,177457961177801
"""nad @ -kxVOncdJw"" shows a Q♥, 3♥.",2026-03-27T02:46:51.778Z,177457961177800
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:46:50.969Z,177457961096900
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:46:49.320Z,177457960932000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:46:47.106Z,177457960710600
"River: 3♦, J♦, 4♠, 6♠ [Q♦]",2026-03-27T02:46:46.031Z,177457960603100
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:46:45.211Z,177457960521100
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:46:43.988Z,177457960398800
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:46:41.995Z,177457960199500
"Turn: 3♦, J♦, 4♠ [6♠]",2026-03-27T02:46:40.991Z,177457960099100
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:46:40.175Z,177457960017500
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:46:38.961Z,177457959896100
"Flop:  [3♦, J♦, 4♠]",2026-03-27T02:46:37.390Z,177457959739000
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:46:36.565Z,177457959656500
"""nad @ -kxVOncdJw"" raises to 20",2026-03-27T02:46:35.702Z,177457959570200
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:46:33.508Z,177457959350809
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:46:33.508Z,177457959350808
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1060) | #2 ""nad @ -kxVOncdJw"" (940)",2026-03-27T02:46:33.508Z,177457959350805
"-- starting hand #2 (id: fauorfcp3koq)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:46:33.508Z,177457959350804
